term 	 tf-idf weight 	 BM25 ranking 
 copyright 	 58.92801373945206 1.874816544285572 
minivan 	 52897.996721274765 0.22695777159731326 
provincial 	 40643.15456897493 0.22695777159731326 
apparent 	 30223.84440131478 0.22695777159731326 
robbery 	 38670.565575357316 0.22695777159731326 
assailants 	 43186.264089448676 0.22695777159731326 
riddled 	 46770.575645124845 0.22695777159731326 
bullets 	 40643.15456897493 0.22695777159731326 
currency 	 31700.60250973717 0.22695777159731326 
valuables 	 46770.575645124845 0.22695777159731326 
surith 	 26448.998360637383 0.407655276614473 
sengsavang 	 52897.996721274765 0.22695777159731326 
tireless 	 52897.996721274765 0.22695777159731326 
promoter 	 52897.996721274765 0.22695777159731326 
extensively 	 35696.1510036258 0.22695777159731326 
safe 	 13434.578072721715 0.407655276614473 
assault 	 28958.832943531226 0.22695777159731326 
kasi 	 52897.996721274765 0.22695777159731326 
spot 	 31700.60250973717 0.22695777159731326 
novotel 	 52897.996721274765 0.22695777159731326 
arnauld 	 52897.996721274765 0.22695777159731326 
kindt 	 26448.998360637383 0.407655276614473 
surprise 	 34515.73349282501 0.22695777159731326 
professionals 	 25573.18143358725 0.22695777159731326 
tribute 	 52897.996721274765 0.22695777159731326 
explain 	 28388.312416675097 0.22695777159731326 
door 	 35696.1510036258 0.22695777159731326 
journey 	 31700.60250973717 0.22695777159731326 
transfers 	 16737.265728811293 0.407655276614473 
receive 	 20070.019651608683 0.22695777159731326 
requests 	 33474.53145762259 0.22695777159731326 
refuse 	 30223.84440131478 0.22695777159731326 
allowed 	 21724.9696836679 0.22695777159731326 
diethelm 	 52897.996721274765 0.22695777159731326 
vayakone 	 52897.996721274765 0.22695777159731326 
bodhisane 	 52897.996721274765 0.22695777159731326 
overland 	 52897.996721274765 0.22695777159731326 
guarantee 	 29568.729927475877 0.22695777159731326 
clients' 	 52897.996721274765 0.22695777159731326 
anytime 	 46770.575645124845 0.22695777159731326 
bounty 	 52897.996721274765 0.22695777159731326 
sayarath 	 52897.996721274765 0.22695777159731326 
usual 	 34515.73349282501 0.22695777159731326 
survived 	 40643.15456897493 0.22695777159731326 
wife 	 28388.312416675097 0.22695777159731326 
attack 	 12992.209185899852 0.407655276614473 
nationals 	 40643.15456897493 0.22695777159731326 
sythong 	 52897.996721274765 0.22695777159731326 
bounsavath 	 52897.996721274765 0.22695777159731326 
phomma 	 52897.996721274765 0.22695777159731326 
lamlong 	 52897.996721274765 0.22695777159731326 
administrator 	 30931.421937148843 0.22695777159731326 
thongphanh 	 52897.996721274765 0.22695777159731326 
thippakdee 	 52897.996721274765 0.22695777159731326 
driver 	 35696.1510036258 0.22695777159731326 
bus 	 11265.749741673728 0.22695777159731326 
seriously 	 30931.421937148843 0.22695777159731326 
wounded 	 43186.264089448676 0.22695777159731326 
escaped 	 40643.15456897493 0.22695777159731326 
injury 	 28958.832943531226 0.22695777159731326 
